NWS	USGS	
TRAC2	09107000	
TRBC2	09109000	
UCRC2	09146200	
UNOC2	09146020	
UNRC2	09147025	
VEGC2	09096100	
VNBC2	09352900	
WHBC2	09306290	
WHIC2	09304800	
WRCC2	393839107463801	
WRMC2	09304500	
WSLC2	09096600	
YAHC2	09244490	
YASC2	09237450	
YDLC2	09260050	
YELC2	09306255	
YMSC2	09237500	
YSCC2	09240020	
ABEC2	07083710	
ADLC2	07109500	
APAC2	07119500	
ARCC2	07120500	
ARGC2	07086000	
ARKC2	07087050	
ARMC2	07099970	
ARNC2	07091200	
BACC2	07099050	
BAHC2	07099060	
BCCC2	07126480	
BECC2	07105000	
BONC2	07116500	
BSMC2	373232103555201	
CDMC2	07119700	
CNCC2	07096000	
CRCC2	09118450	
CSNC2	07103700	
CTMC2	07103990	
CWRC2	07103980	
DKMC2	385520104530401	
DKSC2	385349104501401	
EFKC2	07079300	
EVAC2	07105490	
EYRC2	07103702	
FCDC2	07100300	
FCHC2	07106500	
FCUC2	07105530	
FHAC2	07106000	
FNEC2	07105500	
FRCC2	07096250	
FSEC2	07105800	
GALC2	384220104503701	
GMSC2	374557105372401	
GODC2	07103703	
GRAC2	07134180	
HCMC2	07083000	
JCFC2	07105900	
JMBC2	07130500	
JMCC2	07130000	
LAMC2	07134100	
LAPC2	07128500	
LARC2	07124000	
LEDC2	07081200	
LMAC2	07133000	
LOCC2	07126390	
LWAC2	385241104560101	
MCBC2	07104905	
MCNC2	07103780	
MFDC2	383944104474201	
MMTC2	385129104544601	
MOWC2	07103970	
MPKC2	07104000	
PDAC2	07099400	
PDLC2	07094500	
PGMC2	07124200	
PGRC2	07124410	
PNNC2	07106300	
PTAC2	385653104583101	
PUKC2	07126485	
RCFC2	384037104472001	
RGMC2	384053104492001	
RKCC2	07105945	
RPLC2	384047104510301	
SCKC2	08227000	
SCVC2	07108900	
SPMC2	383159104540701	
STCC2	383637104531301	
TARC2	07126325	
TCKC2	07121500	
TDDC2	07124400	
THTC2	07126300	
UBCC2	373823103465601	
UQCC2	385640104555701	
URCC2	373315103493101	
UWAC2	385449104565501	
UWIC2	385334104544901	
VBMC2	07126200	
WEMC2	07103797	
WHCC2	07134990	
WMOC2	07103800	
BKFC3	01201487	
CRLC3	01185850	
FLVC3	01199000	
GAYC3	01200500	
HKVC3	01203805	
HMDC3	01205560	
HOPC3	01208420	
LRKC3	01199050	
MWNC3	01203600	
NBLC3	01206940	
RBVC3	01186500	
RVRC3	01186000	
STVC3	01205500	
TMSC3	01206600	
TMTC3	01206900	
TORC3	01205650	
TRBC3	01208011	
UNCC3	01208410	
WATC3	01208171	
WDVC3	01202501	
WINC3	01186090	
BLGC3	01188000	
BROC3	01184490	
CHAC3	01120790	
CVTC3	01119500	
EHDC3	01192500	
ESXC3	01194750	
FENC3	01121330	
GRVC3	01125100	
HFDC3	01190070	
HNOC3	01123000	
MFDC3	01121500	
MHDC3	01193050	
NBPC3	01191000	
PUTC3	01125500	
QBGC3	01124000	
QPCC3	01195490	
SABC3	01194815	
SIMC3	01189213	
STBC3	01184100	
TARC3	01189995	
TMVC3	01184000	
UNVC3	01188090	
WLMC3	01122500	
WMNC3	01122000	
WRNC3	01121000	
BEAC3	01208500	
COGC3	01192883	
EHMC3	01193500	
JCYC3	01127000	
PHBC3	01118300	
SBYC3	01204000	
WALC3	01196500	
YTCC3	01127500	
ANAD2	01651750	
GTND2	01647600	
RCKD2	01648000	
WATD2	01651800	
BGLD1	01487000	
BOWD1	01484085	
CHBD1	01478000	
DEWD1	01484670	
DPKD1	01479000	
DVDD1	01483700	
FEND1	01484701	
INRD1	01484683	
IRRD1	01484540	
MLLD1	01484525	
NEKD1	01478650	
NPTD1	01480065	
RCCD1	01480000	
SBED1	01484696	
STND1	01480015	
WIMD1	01480120	
WLGD1	01477800	
WMND1	01481500	
BCMF1	02246010	
BFDF1	02320500	
BHSF1	02322688	
BRJF1	02246751	
CCJF1	02246825	
CNRF1	02240000	
DNSF1	02244440	
DPBF1	302309081333001	
DUCF1	02246200	
EURF1	02240500	
FTWF1	02322800	
FWHF1	02322500	
GRMF1	02320700	
ICSF1	02322700	
JAKF1	02246459	
JULF1	02246160	
MACF1	02231000	
MDLF1	02246000	
MSSF1	02238500	
NATF1	02231291	
NRBF1	02321000	
OKRF1	02239000	
OLPF1	02321898	
ONGF1	02243000	
ORKF1	02246318	
OWLF1	291100082010003	
PALF1	02244040	
PCUF1	02246518	
PNYF1	02245500	
PSJF1	02246515	
RBSF1	290514082270701	
RLGF1	02244333	
RNBF1	02313100	
RODF1	02243960	
RRZF1	02321958	
SJLF1	02246500	
SPUF1	02245260	
SRRF1	02239501	
SVRF1	02239500	
TREF1	02322703	
WORF1	02321500	
WSPF1	02315500	
ADYF1	261117080315201	
ANDF1	261023080443001	
BDEF1	260536080302501	
BEDF1	260725080451001	
BOKF1	022908295	
BOYF1	263180080205001	
CHTF1	02290888	
CRHF1	255300080370001	
CRLF1	255828080401301	
CSPF1	262240080258001	
CSSF1	261710080190001	
DLBF1	263050080145001	
DLRF1	263000080120001	
DRBF1	262750080175001	
EDAF1	254707080370201	
EDBF1	255708080295501	
EDCF1	261319080353201	
EDDF1	255200080405001	
EDHF1	262258080273501	
EDIF1	260042080351701	
EDJF1	261035080221701	
EDKF1	260410080452701	
EDNF1	260355080541401	
EVMF1	252036080324300	
FCKF1	02257000	
FLDF1	260810080222001	
HCBF1	02280500	
HCCF1	262200080210001	
HEEF1	251946080254800	
HETF1	251716080342100	
HLAF1	262100080190001	
HLLF1	262300080220001	
HMEF1	253400080340401	
HRVF1	252551081050900	
HSCF1	253054080374400	
INDF1	264514080550700	
JOEF1	251355080312800	
KEDF1	254152080282101	
LEMF1	02290766	
LNEF1	022907647	
LSTF1	02290918	
LTFF1	02291200	
LTMF1	02290767	
LTWF1	02290768	
LVCF1	265501080364900	
LWMF1	02290765	
LXHF1	02281200	
MCCF1	251003080435500	
MIRF1	260037080303401	
MIWF1	254823080175201	
MODF1	254759080483201	
MOEF1	255634080450001	
MOFF1	260007080464401	
MSHF1	252809080372300	
MUDF1	251209080350100	
NESF1	253828080391100	
NLXF1	263537080211400	
NNBF1	261200080275001	
NNCF1	261300080280001	
NORF1	261150080270001	
NRUF1	022908205	
NWRF1	02283500	
PLMF1	02256500	
PRGF1	255534081324000	
RFMF1	02290878	
RSCF1	253051080363200	
SDAF1	02290769	
SEEF1	255014080355801	
SHKF1	252230081021300	
SLOF1	02286400	
SLXF1	262528080202700	
SRSF1	254754080344300	
SRVF1	254315080331500	
SWEF1	255250080335001	
SWWF1	255036080270501	
TAMF1	254543080405401	
TCCF1	02289500	
TLRF1	251127080382100	
TMCF1	02289041	
TMIF1	02289019	
TMMF1	254543080491101	
TRCF1	251253080320100	
TURF1	02290930	
TYWF1	251457080395802	
UBRF1	253047080555600	
WEGF1	260325080113901	
WEHF1	261735080534001	
WGBF1	264941081321301	
WGHF1	263845081260702	
WGLF1	254334080284401	
WHCF1	251433080265000	
WLCF1	02287497	
ABEF1	02237700	
APFF1	02237698	
ASTF1	02236125	
BCNF1	02236500	
BCTF1	02262900	
BCVF1	02264100	
BLAF1	282528081340901	
BLUF1	02231396	
BLVF1	02263850	
BOTF1	02264140	
BSPF1	02235500	
BYLF1	02266293	
CASF1	02235200	
CCCF1	02264003	
CCMF1	02249500	
CCVF1	02264000	
CHRF1	02232500	
CLOF1	02236901	
COCF1	02232400	
COOF1	254848080432001	
CPRF1	02272676	
DACF1	02266480	
DLAF1	02236000	
EAUF1	02249007	
ECCF1	02233500	
ECNF1	02233484	
FECF1	02251767	
FISF1	02272650	
FTCF1	02231342	
GECF1	02234400	
GENF1	02234000	
GNEF1	284254081021000	
HACF1	02238001	
HANF1	02238000	
HCSF1	02234324	
HLOF1	02248380	
HOWF1	02234344	
HWAF1	02234308	
IRWF1	02251800	
JGCF1	02231600	
LBUF1	02264030	
LBVF1	02264051	
LCGF1	02236605	
LDPF1	02266291	
LECF1	02233475	
LENF1	02233200	
LGSF1	291830081362200	
LKJF1	02234435	
LLBF1	02264060	
LMNF1	02236840	
LNVF1	02266295	
LORF1	02269148	
LSPF1	284759081232100	
LWAF1	02234990	
LXRF1	265906080093500	
MASF1	02237000	
MCVF1	02253000	
MELF1	02232000	
MICF1	02251500	
MSQF1	02275197	
NVBF1	02252500	
OTRF1	02274005	
PECF1	02232155	
PLGF1	02236900	
PLRF1	02237207	
PLUF1	02237050	
PPAF1	02273630	
PRFF1	02237293	
PRMF1	02237010	
RCRF1	02266550	
RCSF1	02266495	
RCVF1	02266025	
SCLF1	02234384	
SCSF1	02248000	
SCVF1	02253500	
SEBF1	02251000	
SGSF1	02236160	
SHIF1	02264495	
SLRF1	02277100	
SNCF1	02263800	
SNFF1	02234500	
SOLF1	02263869	
SPTF1	02277110	
SXCF1	02231454	
TACF1	02274010	
TCGF1	02274325	
THHF1	02247510	
TRKF1	02250030	
VINF1	02266300	
WCDF1	02232200	
WCVF1	02266205	
WEKF1	02235000	
WELF1	282406081093602	
WOBF1	02237734	
WOLF1	02274505	
WTCF1	02266200	
BAKF1	02370000	
BYCF1	02376293	
BYMF1	02376100	
CRVF1	02369000	
CTYF1	02375500	
MLGF1	02368000	
MLNF1	02370500	
MLYF1	02369600	
MNOF1	02376033	
OKGF1	02367900	
ALQF1	02366996	
ALTF1	02359000	
ARNF1	02327033	
BENF1	02359500	
BLBF1	02326995	
BLSF1	02319302	
BLXF1	02330000	
BREF1	02365769	
BRUF1	02366500	
BSDF1	02319950	
CARF1	02365500	
CHAF1	02358000	
CONF1	02328522	
DCDF1	02237293	
DOUF1	02319800	
ECOF1	02326000	
ELLF1	02319500	
FENF1	02325000	
FLYF1	02324500	
FOLF1	02324400	
FWBF1	02323590	
HVNF1	02329000	
JBDF1	02329900	
JNAF1	02317620	
LAMF1	02326500	
LCRF1	02327038	
LIKF1	02315550	
LURF1	02320000	
MALF1	02358789	
MHDF1	02368500	
MIDF1	02329600	
MTSF1	02323567	
NBCF1	02326885	
NEPF1	02326900	
NUTF1	02326550	
OCLF1	02330150	
PINF1	02319000	
PITF1	02365200	
QCYF1	02329500	
RABF1	02313098	
RCKF1	02323000	
SBIF1	02327031	
SMAF1	02359170	
SNWF1	02330400	
SOPF1	02327100	
SPHF1	02326993	
STEF1	02324000	
SUWF1	02323592	
TELF1	02330100	
TRJF1	02246621	
TRYF1	02320250	
VRNF1	02366000	
WCLF1	02326526	
WCXF1	02323500	
WDRF1	02357700	
WKRF1	02327022	
WRTF1	02365470	
WTHF1	02319394	
WTMF1	02319300	
ABKF1	02270500	
ACKF1	02301738	
ACOF1	02309740	
ALCF1	02307668	
ANOF1	02309848	
ARCF1	02296750	
ARHF1	02297310	
ASPF1	02301150	
BARF1	02294650	
BCBF1	264755081460801	
BGPF1	02295194	
BGYF1	02310747	
BIGF1	02299410	
BLFF1	02300703	
BNLF1	02312640	
BNPF1	02299472	
BOLF1	02307362	
BPBF1	02310368	
BSIF1	02291500	
BSSF1	02291524	
BTHF1	272838082142201	
BTRF1	280842082392000	
BVKF1	02307200	
BWLF1	261957081432201	
BWMF1	262703081340201	
CBWF1	02295520	
CBYF1	02308861	
CCBF1	02309421	
CCGF1	02297600	
CCKF1	02309415	
CHMF1	02310674	
CHWF1	02310650	
CKBF1	02310742	
CKKF1	02298530	
CNMF1	02299735	
CNTF1	02303424	
CPKF1	02306774	
CPSF1	02299710	
CPWF1	263440082022001	
CPXF1	263532081592201	
CRCF1	02309425	
CRMF1	02312500	
CRZF1	02302000	
CSAF1	02303400	
CTPF1	02306950	
CUMF1	02310947	
CURF1	02305851	
CWVF1	02296260	
CWWF1	275815082440401	
CYTF1	02310752	
CZKF1	02310663	
DESF1	02271500	
DGIF1	02310673	
DLNF1	02301750	
DLYF1	02301745	
DNLF1	02313200	
DREF1	281448082301801	
EAGF1	02293987	
EDGF1	271832082064801	
ELFF1	02310000	
ELRF1	275917082222500	
ENGF1	270137082235301	
ERNF1	02291580	
ERSF1	02291597	
ESLF1	02301793	
EWEF1	262605081425901	
FANF1	02323502	
FCRF1	02255600	
FLTF1	02298494	
FMVF1	263323081522401	
FMWF1	263251081452801	
FOGF1	02298123	
FOPF1	02297350	
FOWF1	02304000	
FRCF1	02300075	
FRGF1	02300082	
FRUF1	02300033	
FTHF1	02300021	
FTMF1	02294898	
FTOF1	02298110	
FVJF1	02310286	
GBSF1	02301721	
GCPF1	02300017	
GDRF1	02296500	
GSRF1	02236350	
GTRF1	02293262	
GULF1	02313700	
GUMF1	02312764	
HAIF1	02266650	
HENF1	02306654	
HIWF1	272129082330202	
HLDF1	02313000	
HMOF1	02310678	
HMWF1	284551082345301	
HORF1	02297155	
HPLF1	02306028	
HRHF1	02310689	
HRZF1	02302010	
HSAF1	02310700	
HSEF1	02310688	
HWCF1	02298760	
ILKF1	02268400	
INGF1	02313230	
JCCF1	02312645	
KAPF1	02307674	
KEYF1	02301000	
KNTF1	02302500	
LAUF1	02298880	
LAWF1	263041081433102	
LAXF1	263127081351602	
LCKF1	02298492	
LEAF1	263344081361703	
LEYF1	263335081394301	
LFRF1	02307323	
LITF1	02301500	
LLAF1	02294330	
LLRF1	02307780	
LMPF1	02300210	
LMWF1	02300300	
LPOF1	02294260	
LRFF1	02300100	
LROF1	02268600	
LWDF1	02300042	
LWOF1	02310322	
MAPF1	02298495	
MCHF1	292921082583285	
MCNF1	02303205	
MKAF1	02298608	
MKCF1	02298830	
MKHF1	02299950	
MKYF1	02309110	
MORF1	02303330	
MRNF1	02299230	
MRSF1	272012081482501	
MSPF1	02323566	
MYKF1	02298488	
MYTF1	02298554	
NACF1	02301740	
NALF1	02300882	
NCTF1	02297105	
NFWF1	264053081572501	
NICF1	02300995	
NOBF1	02312558	
NOCF1	02297100	
NOKF1	02299733	
NPOF1	02299450	
NPRF1	02299484	
NWEF1	02299482	
OGLF1	02298527	
OLDF1	02307032	
PAWF1	281558082264601	
PAYF1	02295420	
PCDF1	02294161	
PGAF1	02300018	
PIAF1	02307669	
PIFF1	02310280	
PLPF1	02297345	
PLWF1	271538082002301	
PNBF1	02308870	
PNLF1	02312598	
PNPF1	02310308	
PNRF1	02312700	
PODF1	02310288	
PPWF1	273718082315501	
PRKF1	02298170	
PTHF1	02310300	
PUNF1	02298202	
RERF1	02312200	
RHPF1	280353082283400	
RITF1	02312300	
RIVF1	02301638	
ROCF1	02308866	
RRCF1	02307836	
RUTF1	02312722	
RVWF1	02301718	
RYEF1	023000095	
SBBF1	02307445	
SBCF1	02306904	
SBRF1	02270000	
SCKF1	02306647	
SCWF1	272127082323801	
SDEF1	02294290	
SDLF1	02294217	
SELF1	02308889	
SHEF1	02297635	
SISF1	285531082412600	
SIXF1	02291669	
SJOF1	02308935	
SKTF1	02299727	
SOCF1	02301900	
SPAF1	02301300	
SSPF1	02306000	
STVF1	02312667	
SULF1	02303800	
SWLF1	271619082240201	
TBFF1	02307498	
TCKF1	02303350	
TCWF1	02303348	
TCYF1	02303410	
TENF1	02291673	
TMTF1	02304500	
TRBF1	02312000	
TSGF1	02307359	
TYTF1	02312180	
VDWF1	272356082181302	
VRWF1	272404082161701	
VTWF1	272058082143701	
VWWF1	272020082194801	
WCIF1	02313272	
WDAF1	02311500	
WDNF1	02295163	
WEPF1	274812081190301	
WFLF1	02312600	
WHPF1	270157081203101	
WIGF1	02313250	
WIHF1	02313250	
WIMF1	02300500	
WIVF1	02312762	
WKWF1	283154082313701	
WLAF1	02295580	
WLHF1	272504081120101	
WLKF1	02299861	
WMMF1	02300700	
WRCF1	02311000	
WRGF1	02303420	
WSKF1	02293230	
WYSF1	02312720	
ZFSF1	02295637	
ZPHF1	02303000	
ZPRF1	02301990	
ACCG1	02196485	
AGTG1	02196483	
BCWG1	02197830	
EVNG1	02195320	
EVSG1	02195520	
GIRG1	021973269	
MBNG1	331711081573701	
NSLG1	02196999	
PHHG1	331944082025501	
SARG1	02198100	
SPTG1	02197020	
ACMG1	02198820	
ACRG1	02198810	
BFYG1	02197500	
BLIG1	02202600	
BRIG1	02198000	
CLYG1	02198500	
CNOG1	02203000	
EBAG1	02199000	
EBZG1	02198690	
EDEG1	02202500	
ELLG1	02202680	
FSBG1	02203518	
FTPG1	02198980	
GCYG1	021989715	
HBNG1	02198759	
LBVG1	021989792	
MDRG1	02198950	
MDVG1	02201230	
MERG1	022035975	
MTHG1	02203559	
OLVG1	02202190	
PTWG1	02198840	
PWMG1	02198955	
PWNG1	02198920	
REDG1	02225500	
RFDG1	02202040	
RICG1	02203536	
AANG1	02336300	
ABBG1	02215260	
ACDG1	02217475	
ACYG1	02208450	
ADTG1	02393501	
ALCG1	02208150	
APHG1	02335700	
ARCG1	02388350	
ARMG1	02388320	
ASTG1	02337040	
AUSG1	02337000	
BALG1	02391540	
BBCG1	02203957	
BDTG1	02334401	
BFCG1	023362095	
BFOG1	02223110	
BGDG1	02390475	
BHCG1	02207448	
BIGG1	02207385	
BKCG1	023362075	
BRTG1	02390050	
BRVG1	03550500	
BTCG1	02393377	
BUFG1	02334430	
BVLG1	02349900	
BWKG1	02219000	
BWNG1	02413210	
BYNG1	02214075	
CALG1	02387520	
CANG1	02413000	
CAOG1	02191743	
CARG1	02191300	
CATG1	02382500	
CBUG1	02341460	
CCDG1	02397500	
CCJG1	02208485	
CCKG1	02344280	
CEHG1	332331085064901	
CHAG1	02336490	
CHCG1	02385170	
CHKG1	345403085160001	
CLFG1	02214590	
CLTG1	02381401	
CLUG1	02347500	
CMGG1	02335580	
CMMG1	02334400	
CMRG1	02217615	
CNCG1	02208493	
CNDG1	02384540	
CNNG1	02392000	
COBG1	02203873	
COOG1	02397530	
CRKG1	02335350	
CRWG1	320139083511602	
CTHG1	02331000	
CTRG1	02381400	
CTSG1	02382400	
CTVG1	02394670	
CTWG1	02397410	
CVLG1	02393500	
DACG1	02218565	
DAVG1	02201000	
DBNG1	02223500	
DCNG1	02331600	
DFYG1	02212735	
DGAG1	02333500	
DICG1	02334620	
DLBG1	02387010	
DLCG1	02203831	
DLNG1	02385500	
DOGG1	02337410	
DONG1	02390000	
DORG1	335517084164001	
DUNG1	322652083033001	
DWSG1	02389150	
EANG1	02220900	
EBCG1	02209360	
ECTG1	02391860	
EECG1	02379500	
ELIG1	02380500	
ENGG1	03568933	
ERRG1	02395996	
ETNG1	02384500	
ETWG1	02394000	
FALG1	02212600	
FBNG1	02337170	
FCTG1	02381600	
FLAG1	322036084590301	
FLPG1	02204285	
FREG1	02390140	
FRNG1	02338500	
GCBG1	02191227	
GFNG1	02211375	
GRFG1	02344500	
GRGG1	02200120	
HAWG1	02215000	
HCCG1	02343208	
HCNG1	344314083433201	
HDCG1	02330450	
HILG1	02338523	
HLCG1	02391840	
HOLG1	02385800	
HONG1	02204130	
HPTG1	02209000	
HWEG1	03544970	
INTG1	02203700	
IWTG1	02223360	
JACG1	02210500	
KETG1	02193340	
KGTG1	02395000	
KTRG1	02395120	
LANG1	02388975	
LAVG1	02208130	
LAWG1	02205522	
LBRG1	02215500	
LCBG1	02208487	
LHBG1	02344423	
LING1	02344700	
LKPG1	02344650	
LKTG1	02344655	
LMCG1	02344630	
LOGG1	02207400	
LOVG1	02344350	
LPPG1	02344671	
LPTG1	02344673	
LSMG1	02207135	
LWRG1	02208050	
MACG1	02213000	
MAHG1	02393419	
MARG1	02335870	
MBHG1	02207418	
MCFG1	02344327	
MCRG1	02216180	
MCWG1	313247084005001	
MFPG1	02335810	
MGFG1	02335815	
MITG1	02223190	
MLGG1	02223000	
MLHG1	02207435	
MNCG1	02381090	
MNTG1	02349605	
MOCG1	02217500	
MOLG1	02344872	
MSDG1	02207300	
MTLG1	02221525	
MTOG1	02340324	
MTVG1	02224500	
MUCG1	02351500	
MYRG1	02207335	
NANG1	02336410	
NATG1	02336910	
NCDG1	02336340	
NCKG1	02336360	
NCRG1	02335000	
NDYG1	02392950	
NFPG1	02336030	
NICG1	02336635	
NOBG1	02207185	
NOCG1	02217770	
NOOG1	02392975	
NOSG1	02336968	
NPBG1	02336120	
NPTG1	02336093	
NRVG1	02338660	
NWBG1	02220788	
OCNG1	02223248	
OCOG1	02223056	
OHCG1	02341200	
OLYG1	02336986	
OMHG1	02342881	
OTKG1	02387600	
PACG1	02217643	
PBCG1	02204037	
PCSG1	023365218	
PCTG1	02336517	
PDCG1	02204010	
PDSG1	02336840	
PHCG1	02344605	
PING1	02383520	
PNFG1	02218300	
POTG1	02346310	
POWG1	02336870	
PRCG1	02336526	
RCDG1	02394682	
RDBG1	02383500	
RGAG1	02388500	
RKMG1	02394820	
RKYG1	02208000	
RLCG1	02334480	
RMBG1	02397000	
ROEG1	02395980	
RSCG1	02387500	
RTMG1	02388525	
RWLG1	02335450	
RWSG1	02335757	
SCTG1	02215900	
SEPG1	02203603	
SFCG1	02203950	
SFHG1	02203960	
SFMG1	02203900	
SFPG1	02336152	
SFTG1	02207200	
SHLG1	02344478	
SHOG1	02203863	
SHPG1	02344620	
SMAG1	02335910	
SMCG1	023358685	
SMFG1	02344748	
SNKG1	02337500	
SOCG1	02207160	
SOUG1	02204070	
SPGG1	02204520	
SPJG1	02336240	
STCG1	02207130	
STHG1	02203655	
STWG1	02205865	
SUMG1	02398000	
SWAG1	02334578	
SWEG1	02334885	
SWOG1	02225270	
TEXG1	331339085131401	
TKRG1	02382200	
TLAG1	02411930	
TLNG1	02387000	
TNCG1	02336321	
TOBG1	02213500	
TOWG1	02211800	
TSCG1	02215100	
UNIG1	02342850	
UPAG1	02341800	
UTYG1	02336728	
VIDG1	321302082243601	
VING1	02336000	
VIXG1	02335990	
VNPG1	02335880	
WALG1	02392360	
WCEG1	02344724	
WCKG1	03567340	
WCSG1	02344736	
WDCG1	02336313	
WETG1	02339400	
WHGG1	02337498	
WHTG1	02338000	
WLDG1	02205000	
WLOG1	02335790	
WLRG1	02217274	
WMPG1	02191740	
WNRG1	02217297	
WODG1	02392780	
WRNG1	02197598	
WSEG1	02344396	
WSWG1	02334655	
WTNG1	02193500	
WTPG1	02339500	
YELG1	02207120	
YJCG1	02338840	
YLOG1	02207220	
BELG1	02192000	
BURG1	02176930	
BVDG1	02188600	
CSQG1	023312495	
CYNG1	02177000	
TCLG1	02178400	
TFLG1	02181580	
TRRG1	02181350	
ABAG1	02227270	
ATKG1	02228000	
AYSG1	02226500	
BAXG1	02225000	
BKKG1	310810081292801	
BKWG1	311022081304601	
BNWG1	310931081291002	
BRNG1	02226180	
CHRG1	02224940	
DCTG1	02226000	
EVRG1	02226160	
FARG1	02314495	
FGOG1	02314500	
KLNG1	02231254	
MNIG1	02228500	
OFFG1	02227500	
SMTG1	02231175	
SRWG1	02228070	
STNG1	02317500	
TMOG1	02226362	
ABNG1	02352500	
ADLG1	02318000	
ALAG1	02316000	
ARWG1	312232084391701	
ATPG1	02329342	
BACG1	312127084065801	
BGEG1	02356000	
BSWG1	312617084110701	
BWLG1	305736084355801	
CEDG1	02343940	
CLDG1	02327355	
CQUG1	02356638	
CSAG1	02228295	
CWLG1	310507084262201	
DSNG1	02350900	
ELMG1	02354500	
EMOG1	02354800	
FOGG1	02343240	
HOPG1	02355662	
HRAG1	02318380	
ICHG1	02355350	
IRCG1	02357000	
IVLG1	02315920	
LESG1	02354475	
MCKG1	02351890	
MGNG1	02353265	
MLFG1	02353500	
MRSG1	02343225	
NEWG1	02353000	
NWLG1	311802084192301	
OKAG1	02318700	
OKFG1	02350512	
PCHG1	02353400	
PRSG1	02350600	
PWLG1	312919084153801	
QUTG1	02318500	
REYG1	02357150	
SWLG1	313953084361202	
TMLG1	02327500	
TWCG1	02317797	
VDRG1	02317755	
VDSG1	023177483	
VDWG1	304949083165301	
VWLG1	310651084404501	
DDDP7	133100144504966	
MTCP7	132617144423366	
WWHP7	132234144441966	
UHLH1	213133158014201	
ALKH1	16725000	
HKSH1	16620000	
HLAH1	16097500	
HLEH1	16103000	
HLSH1	16343100	
HLWH1	16400000	
HMRH1	213308158035601	
HNWH1	16508000	
HOHH1	16212490	
HOUH1	16212480	
HPOH1	16587000	
HPPH1	16049000	
HUSH1	16275000	
HWSH1	16226200	
IAOH1	16604500	
KHSH1	16229000	
KIRH1	194945155534402	
KKGH1	16414200	
KKLH1	16618000	
KLKH1	16094150	
KLOH1	220927159355001	
KLSH1	16304200	
KMPH1	16325000	
KMRH1	213732158010201	
KMSH1	16264600	
KNAH1	16296500	
KNFH1	16200000	
KNNH1	16330000	
KNRH1	213237157530701	
KORH1	213320158061401	
KOSH1	16210200	
KOWH1	16210500	
KPNH1	203721156151601	
KSFH1	16208000	
KUTH1	16208400	
KWGH1	16415600	
KWKH1	16010000	
KWSH1	16720000	
MCRH1	220713159361201	
MKHH1	16211600	
MKLH1	16036000	
MKSH1	16238000	
MNWH1	16241600	
MOGH1	212359157502601	
MOSH1	16227500	
MWSH1	16254000	
NHSH1	16226400	
NLIH1	16717000	
OHGH1	16501200	
OLBH1	16071500	
OPAH1	16345000	
PAGH1	16770500	
PKKH1	205327156351102	
PKSH1	16244000	
PMHH1	213215157552800	
PNSH1	16301050	
PPRH1	213608158011101	
SDQH1	194117155174801	
TNLH1	212428157511201	
WEBH1	16068000	
WESH1	16284200	
WHRH1	16614000	
WHSH1	16294100	
WIEH1	16019000	
WISH1	16238500	
WKGH1	16240500	
WKNH1	16294900	
WKRH1	220739159373001	
WKSH1	16213000	
WLDH1	220356159281401	
WLGH1	220523159341201	
WLLH1	220427159300201	
WLSH1	16249000	
WLUH1	16704000	
WMSH1	16552800	
WNIH1	16108000	
WRSH1	16210000	
WSFH1	16060000	
WWKH1	16518000	
BLFI4	05387440	
CCYI4	05457700	
CLAI4	05411500	
CTRI4	05457440	
DCHI4	05388250	
DEHI4	05387500	
DRCI4	05387490	
DWCI4	05388310	
EDRI4	05411850	
EKDI4	05412020	
ELGI4	05411900	
FAYI4	05412340	
GRBI4	05412500	
GTTI4	05408000	
IONI4	05458000	
KDVI4	05387405	
LSPI4	05387320	
MBRI4	05389400	
MCGI4	05389500	
ORNI4	05420850	
OSGI4	05457505	
SPLI4	05411600	
VLPI4	05412400	
YRII4	05389000	
AESI4	05471000	
AGNI4	05478265	
AKWI4	05487470	
ALOI4	05464000	
AMEI4	05470000	
AMWI4	05470500	
ANKI4	05485605	
ATCI4	06809210	
BAYI4	05483450	
BDFI4	06819185	
BHLI4	05482315	
BMFI4	05494300	
BSSI4	05489000	
BTDI4	05448400	
CEDI4	05463050	
CFXI4	05471050	
CHTI4	06903400	
CLKI4	05460000	
CLLI4	05483349	
CLTI4	05451955	
CWFI4	05480930	
DAKI4	05479000	
DEMI4	05484900	
DEPI4	05455230	
DESI4	05485500	
DFMI4	05485640	
DLLI4	05487980	
DMOI4	05482000	
DMWI4	05484650	
DOSI4	05484800	
DVSI4	06898000	
DYSI4	05464220	
EBRI4	05452000	
EFWI4	05482500	
EMTI4	05476590	
ESVI4	05476500	
FLZI4	05480080	
FNHI4	05458900	
FODI4	05480500	
GLDI4	05480820	
GRMI4	05481950	
HAVI4	05451900	
HBTI4	05476750	
HRTI4	05452200	
HUDI4	05463500	
IDNI4	05486490	
JANI4	05458500	
JEWI4	05469860	
KECI4	05488200	
LKCI4	05482430	
LSSI4	06604440	
MASI4	05459490	
MCWI4	05459500	
MGOI4	05471200	
MIWI4	05451500	
MOLI4	06904010	
MTWI4	05451700	
NHRI4	05463000	
NPVI4	05451210	
NRWI4	05486000	
OOAI4	05471500	
OTMI4	05489500	
PANI4	05483600	
PMDI4	05481510	
PNLI4	05483470	
PRMI4	06903700	
RABI4	06903900	
RADI4	06903880	
REDI4	05484000	
RKFI4	05460400	
RLFI4	05476735	
ROWI4	05449500	
RRDI4	05488110	
SCRI4	05482300	
SDTI4	05481650	
