NWS	USGS	
PERL1	02492600	
PLHL1	073745258	
PNTL1	07375650	
PPAL1	07381454	
PPBL1	02490193	
PRCL1	07377230	
PRDL1	02492100	
PRTL1	02490200	
PRUL1	02492519	
PSIL1	07374526	
PTVL1	07380185	
PVLL1	07380120	
RFPL1	301001089442600	
ROBL1	07375500	
SBBL1	073802332	
SIPL1	073745275	
SRRL1	07381450	
TBLL1	07381000	
WBHL1	07377780	
WBRL1	07379000	
WCEL1	07379050	
WGPL1	07380102	
WILL1	073745253	
WSWL1	02492111	
ZAYL1	07377750	
ALOL1	07353520	
AUVL1	07366472	
BCHL1	07348098	
BNSL1	08023400	
BNTL1	07349815	
BODL1	07349500	
BTOL1	08025500	
CBSL1	07344425	
CLAL1	07352895	
COLL1	07367630	
CRLL1	07344480	
DIXL1	07348000	
DRJL1	07371500	
FLTL1	07349298	
GBRL1	07352820	
GILL1	07351275	
HIIL1	07349910	
HOSL1	07344400	
JOYL1	07372050	
KEIL1	07351500	
LBUL1	07349250	
LCAL1	07364840	
LDBL1	07366364	
LENL1	07351750	
LILL1	07366200	
LKYL1	07352000	
LPTL1	08022500	
MLUL1	07367005	
MNEL1	07349000	
PAWL1	07344450	
PIEL1	07350700	
POLL1	07373000	
POWL1	07351755	
RCEL1	07372190	
REDL1	07349849	
RHLL1	07372200	
RODL1	07346450	
SBDL1	07349450	
SBGL1	08023080	
SHEL1	07344460	
SLGL1	07349860	
SPHL1	07348700	
SPRL1	07350985	
STRL1	07364535	
WCBL1	07349898	
ADMM3	01331500	
ASFM3	01198125	
CTVM3	01197000	
GRWM3	01333000	
GTBM3	01197500	
NBSM3	01185500	
WILM3	01332500	
AMEM3	01103050	
ANDM3	01100627	
ATLM3	01165000	
BDGM3	01108000	
BRRM3	01172500	
BRWM3	414630070014901	
BYFM3	01101000	
CANM3	01105500	
CLIM3	01095503	
CLMM3	01168500	
CONM3	01169900	
CRNM3	01170100	
CSTM3	01179500	
DDHM3	01104000	
DIGM3	01109070	
DNSM3	01096500	
DOVM3	01103500	
EABM3	01105583	
EELM3	01105876	
EROM3	01166500	
FBGM3	01094400	
FRPM3	414204071091700	
FSKM3	01123360	
GIBM3	01173500	
GOSM3	01180500	
GRLM3	01105554	
GROM3	423701071344800	
HLYM3	01172010	
HNTM3	01181000	
HRDM3	01174500	
HRWM3	01105880	
HVDM3	01124350	
HVRM3	01100693	
INDM3	01177000	
INHM3	01105730	
IPSM3	01102000	
KNGM3	01105870	
LAWM3	01100500	
LCNM3	01099500	
LEOM3	01094500	
LOWM3	01100000	
MAYM3	01097000	
MEDM3	01103280	
MLBM3	01109730	
MLTM3	011055566	
MNSM3	01176410	
MNTM3	01170500	
MTHM3	01100561	
MUDM3	01104683	
NBRM3	01110500	
NDGM3	01109060	
NGFM3	01110000	
NMIM3	01171500	
NORM3	01109000	
NPTM3	01100870	
NRWM3	01105000	
OTRM3	01163200	
OXCM3	01124500	
PEBM3	423211071004400	
PITM3	424752070491701	
POPM3	413601070275800	
PVHM3	420259070105600	
QUAM3	011058837	
RYLM3	01163500	
SAXM3	01098530	
SDMM3	01105933	
SESM3	414507070091400	
SHUM3	01174565	
SHVM3	01169000	
SMMM3	01101500	
SRLM3	01164000	
STBM3	01123600	
SVNM3	01175670	
TNMM3	01108410	
UXBM3	01111200	
WBFM3	01176000	
WDEM3	01170000	
WEBM3	01125000	
WELM3	01104200	
WGTM3	01096000	
WINM3	01162500	
WLMM3	01100600	
WLTM3	01104500	
WNDM3	01162000	
WSFM3	01183500	
WTHM3	01105600	
WWRM3	01175500	
BBSM2	0148471320	
BDCM2	01486500	
CMCM2	01490000	
MNBM2	01486000	
NSWM2	01485500	
SRPM2	01488110	
WLRM2	01485000	
ABGM2	0158175320	
ACOM2	01651000	
AVIM2	01596050	
BABM2	01581500	
BCKM2	01581870	
BDGM2	01639000	
BELM2	01610155	
BENM2	01581700	
BGHM2	01591610	
BIKM2	01644372	
BKYM2	01581830	
BLCM2	01581649	
BLMM2	01582000	
BMTM2	01585225	
BOWM2	01594440	
BOYM2	01644380	
BRKM2	01646500	
BRMM2	01583580	
BRUM2	01639500	
BSBM2	01581960	
BTMM2	01644390	
BTNM2	01596500	
CBEM2	01603000	
CCSM2	01597000	
CDHM2	01586000	
CKPM2	391407077174001	
CKYM2	01583600	
CLAM2	01650500	
CLKM2	01644371	
CLMM2	01661050	
CLSM2	01649150	
CNWM2	01578310	
CTMM2	01644388	
CTSM2	01589025	
CWCM2	01601500	
CWLM2	01593370	
DAWM2	01645000	
DELM2	01589197	
DRFM2	01589330	
DRLM2	01580520	
DVRM2	01583100	
EBHM2	01589100	
EBLM2	01593450	
EDFM2	01644148	
EDGM2	01581757	
ERDM2	01589035	
FAVM2	01614500	
FDKM2	01643000	
FLRM2	01585090	
FNKM2	01586210	
FOPM2	01594950	
FRMM2	01642190	
FSSM2	01598650	
GALM2	01584050	
GAMM2	0158397967	
GBSM2	01589500	
GCEM2	01582500	
GFHM2	01581810	
GLGM2	01589180	
GLNM2	01591400	
GMNM2	01644375	
GMRM2	01661500	
GORM2	01594963	
GRMM2	01617800	
HANM2	01613095	
HCTM2	01640975	
HDGM2	01580620	
HDTM2	01601420	
HNKM2	01613000	
HRSM2	01585219	
HYAM2	01643395	
IDLM2	01585200	
LBFM2	01584500	
LPGM2	01593500	
LPMM2	01589305	
LSWM2	382407076260301	
LUKM2	01598500	
LUTM2	01583800	
MCDM2	01589238	
MDLM2	01637500	
MLRM2	01589795	
MORM2	01585230	
OLTM2	01609000	
ORRM2	01583570	
PECM2	01613525	
PFWM2	383239076354201	
PKTM2	01581920	
PMBM2	01643500	
POMM2	01658000	
PORM2	01638500	
PRHM2	01589000	
PRUM2	01591000	
PSCM2	01653600	
PTRM2	01581752	
RKVM2	01647850	
RSPM2	01580000	
RVDM2	01649500	
SACM2	01619500	
SANM2	01591700	
SAVM2	01594000	
SLRM2	01589290	
SRTM2	01589440	
SWNM2	01580700	
TKPM2	01650800	
TMPM2	391328077185901	
UNWM2	394008077005601	
UPRM2	01594526	
VNVM2	01589300	
WBGM2	01589352	
WESM2	01585500	
WHMM2	01585100	
WMHM2	01585104	
WRWM2	01583500	
WSTM2	01599000	
ZSRM2	01660920	
ACCM2	394050079180901	
BRCM2	03076600	
FRDM2	03076500	
GNTM2	03078000	
HOYM2	03076100	
KITM2	01595500	
OAKM2	03075500	
SRDM2	01597490	
SRVM2	01597500	
STYM2	01595000	
EKMM2	01495000	
GNBM2	01491000	
KENM2	01493500	
MLTM2	01493000	
RICM2	01578475	
ABTM1	01031450	
ALLM1	01011000	
APWM1	442238068154101	
AWWM1	444950068220602	
BARM1	01021000	
BBRM1	01010070	
BHWM1	442450068175201	
BLAM1	01031300	
BPRM1	01037050	
BSTM1	01031510	
CFDM1	01022500	
CWWM1	450713067162801	
DICM1	01010500	
DOVM1	01031500	
EDDM1	01036390	
FIHM1	01013500	
FKWM1	471457068353001	
FTKM1	01014000	
GLSM1	01019000	
GRNM1	01029500	
HWBM1	01017060	
HWWM1	445227067520101	
KENM1	01037000	
KNBM1	450705069384801	
KWWM1	445319068560101	
LIBM1	01021470	
LMRM1	01017290	
LWYM1	01019300	
MASM1	01015800	
MATM1	01030500	
MFDM1	01034000	
MWWM1	453629068531801	
MXKM1	01017960	
MXLM1	01018035	
NINM1	01010000	
OTRM1	01022840	
PEAM1	01018009	
PHRM1	01017550	
SBMM1	01027200	
SBSM1	01029200	
SHRM1	452156069371801	
VBOM1	01018500	
WENM1	01034500	
WGRM1	01018900	
WSHM1	01017000	
WSLM1	01021480	
WYTM1	01030350	
ASTM1	01049320	
ATHM1	01048220	
AUBM1	01059000	
AUSM1	01046000	
BBWM1	01022294	
BINM1	01046500	
CNHM1	01066000	
CPEM1	432742070225401	
DEDM1	01043500	
FLGM1	451317070115201	
FRKM1	01042500	
GDRM1	01049500	
GILM1	01054200	
GIRM1	01049505	
KBKM1	01069700	
KNKM1	01067950	
LINM1	01037380	
MDIM1	01047200	
MDSM1	01047150	
MERM1	01048000	
MOUM1	01068910	
NANM1	01047000	
NWFM1	01038000	
OQOM1	445810070463201	
RMFM1	01054500	
ROXM1	01055000	
SADM1	01054300	
SBOM1	01063310	
SIDM1	01049265	
SPEM1	01044550	
SPSM1	01057000	
STDM1	01063995	
TCRM1	01055500	
WBKM1	01064118	
WKBM1	01069500	
BEVM4	04152238	
BGTM4	04046000	
BOLM4	04133501	
BVTM4	04152500	
EJJM4	04127800	
HOXM4	04125460	
LUZM4	04135700	
MCKM4	04136900	
MSKM4	04124200	
RUDM4	04127917	
SHRM4	04124000	
STRM4	04142000	
TSTM4	04124500	
VGCM4	04121300	
WLSM4	04125550	
WOLM4	04127997	
ADRM4	04176000	
AHCM4	04161000	
ANNM4	04174500	
AVOM4	04159900	
BHRM4	04166000	
CASM4	04159010	
COLM4	04146063	
CSHM4	04161820	
DAVM4	04148140	
DETM4	04166500	
DEXM4	04173500	
DFWM4	04165710	
DHEM4	04168580	
FGOM4	04159492	
FLSM4	04148295	
FLTM4	04148500	
FRNM4	04151500	
GACM4	04167000	
GPEM4	04176500	
HMGM4	04172000	
LFCM4	04146000	
MBCM4	04164800	
MCLM4	04164500	
MEMM4	04160600	
MFHM4	04170000	
MPRM4	04155500	
MTCM4	04165500	
OTSM4	04147500	
OWOM4	04144500	
SAGM4	04157005	
SALM4	04176400	
SFRM4	04166100	
WAHM4	04150800	
VLCM4	04065722	
AUGM4	04105700	
BCRM4	04105000	
BNRM4	04102700	
BTCM4	04105500	
BURM4	04096405	
CMSM4	04106000	
CROM4	04121970	
EAGM4	04114498	
EASM4	04119400	
EATM4	04111000	
ELNM4	04112500	
EVRM4	04121500	
FCRM4	04115265	
GDRM4	04119000	
GRPM4	04119055	
HHTM4	04112850	
HOPM4	04108600	
HSTM4	04117500	
IONM4	04116000	
LNSM4	04113000	
MPTM4	04154000	
MRPM4	04115000	
PORM4	04114000	
RCMM4	04108660	
ROCM4	04118500	
SCTM4	04122500	
WANM4	04104945	
WHTM4	04122200	
WMSM4	04111379	
ZEEM4	04108800	
DOWM4	04101535	
HOGM4	04096515	
MCQM4	04098980	
MOTM4	04099000	
NILM4	04101500	
NOTM4	04097540	
RIVM4	04102500	
SNMM4	04101800	
TRVM4	04097500	
ATRM4	04044724	
BESM4	04031000	
BGLM4	04036000	
CRFM4	04062500	
CRNM4	04059000	
CSPM4	04060500	
ESTM4	04043244	
FRDM4	04059500	
GREM4	04057811	
GWDM4	04057813	
GWRM4	04057814	
HUMM4	04057800	
LORM4	04065650	
MSQM4	04056500	
NJNM4	04057510	
ORCM4	04037500	
PAUM4	04033000	
PQSM4	04032000	
PRNM4	04058100	
RKLM4	04040000	
SLVM4	04043150	
SMNM4	04043238	
SNWM4	04040500	
SZCM4	04058200	
SZRM4	04058190	
TAPM4	04045500	
TRRM4	04043050	
WASM4	04001000	
YDRM4	04043275	
ORTM5	05292000	
WEAM5	05049000	
WHRM5	05050000	
ASNM5	05457000	
BRWM5	05386400	
FBGM5	05387030	
HOUM5	05385000	
HUSM5	05385500	
LANM5	05455940	
RCHM5	05372995	
RPMM5	05383950	
RSFM5	05384350	
WNAM5	05378500	
ZUMM5	05374000	
ATDM5	05227530	
ATKM5	05227500	
BIFM5	05132000	
BKNM5	04021520	
BRAM5	05242300	
CLKM5	05129115	
DAYM5	05210000	
GDPM5	04010500	
GNDM5	05211000	
GPOM5	05129290	
KAWM5	05124480	
KEEM5	05125039	
KNIM5	04015330	
LEEM5	05205900	
LFKM5	05131500	
MNUM5	05133500	
PLGM5	05247500	
PNCM5	05338500	
POKM5	05210500	
RNYM5	05129515	
SANM5	05336700	
SCNM5	04024000	
SKRM5	05125000	
SKWM5	05126210	
TACM5	05212700	
WILM5	05207600	
WTNM5	05127500	
AGYM5	05087500	
BEMM5	05200510	
BRRM5	05134200	
BTWM5	05046475	
CARM5	05112000	
CRKM5	05079000	
CSRM5	05051000	
DILM5	05062000	
DORM5	05051300	
EGFM5	05082500	
ELZM5	05030500	
FLTM5	05063398	
HIGM5	05075000	
HWYM5	05061000	
MALM5	05104500	
MKLM5	05085450	
NIMM5	05244000	
OKLM5	05078230	
OSLM5	05083500	
OTRM5	05046000	
PLUM5	05078000	
PRKM5	05243725	
RDLM5	05078500	
RRDM5	05074000	
RSSM5	05107500	
SABM5	05061500	
SAUM5	05073650	
SRBM5	05085430	
SRGM5	05106000	
SSIM5	05140521	
TRRM5	05076000	
TWVM5	05062500	
WHPM5	05137500	
WRDM5	05140520	
WSKM5	05073500	
JCKM5	05476000	
LUVM5	06483000	
MSHM5	05315000	
WDOM5	05475350	
ANKM5	05288500	
APPM5	05294000	
BLHM5	05267000	
CFLM5	05355092	
CHPM5	05287890	
CNPM5	05355080	
CRTM5	05317200	
DELM5	05279400	
EMPM5	05345000	
ERVM5	05275000	
FRBM5	05353800	
FRLM5	05354500	
FSNM5	05330920	
GRDM5	05319500	
GRNM5	05313500	
GTEM5	05311150	
HICM5	05327000	
HSGM5	05331580	
JDNM5	05330000	
LGPM5	05245100	
LQPM5	05300000	
LQRM5	05301000	
MHAM5	05289800	
MLDM5	05294070	
MLLM5	05284000	
MLNM5	05304500	
MNKM5	05325000	
MSPM5	05288670	
MTNM5	05316580	
MVOM5	05311000	
NRFM5	05355024	
NWUM5	05317000	
ODSM5	05293000	
RANM5	05355038	
RAPM5	05320000	
RCUM5	05288580	
REDM5	05355250	
RKFM5	05280000	
RPDM5	05320500	
RWDM5	05316500	
SCOM5	05270700	
SGCM5	05288705	
STCM5	05270500	
STFM5	05286000	
STLM5	05341550	
STPM5	05331000	
WLCM5	05355200	
WTSM5	05305000	
SFLM7	05490600	
WYLM7	05495000	
ABAM7	06896400	
AGYM7	06820500	
ARHM7	06921590	
ATLM7	06906150	
BACM7	385853092592801	
BEYM7	06897000	
BHCM7	393640092303901	
BLRM7	06921720	
BLVM7	06908000	
BNAM7	392954095013101	
BOCM7	06820410	
BONM7	06909950	
BOYM7	06901205	
BOZM7	06909000	
BRLM7	06817500	
BRWM7	06901250	
BRYM7	06899700	
BSZM7	06893885	
CAXM7	06896000	
CHUM7	06900640	
CHZM7	06899680	
CIXM7	06921760	
CNSM7	402657093470201	
DREM7	384455093201001	
EFLM7	06893890	
FFXM7	06813000	
FYTM7	06909500	
GAZM7	06897500	
GLZM7	06906500	
GRZM7	06817700	
HOPM7	403301094492301	
ICSM7	06893400	
INDM7	06893830	
JMEM7	400105093591601	
KBRM7	06893150	
KCCM7	06893500	
KCDM7	06893000	
KCTM7	06893590	
KRRM7	06893562	
KSDM7	06893578	
KWPM7	06893557	
LBRM7	06906190	
LBZM7	06906200	
LCRM7	06899900	
LDOM7	06900050	
LKCM7	06894000	
LNSM7	06901500	
LNZM7	06893791	
LPPM7	06821080	
LRLM7	06893910	
LVZM7	06904050	
MNDM7	06902995	
MOSM7	06894200	
MSSM7	06906000	
MTLM7	390750093233401	
MYVM7	06819500	
NAPM7	06894650	
NVZM7	06904500	
OTTM7	06906800	
PATM7	06896900	
PRIM7	06905500	
PSPM7	394508093132101	
PTEM7	392228094473101	
RCKM7	06893620	
RDLM7	400251094485901	
RHHM7	380545094213501	
RICM7	06895000	
SJSM7	06818000	
SLKM7	06821140	
SMHM7	06821150	
SNZM7	06902000	
SSTM7	06821190	
TTZM7	06899500	
URHM7	06921600	
VDIM7	403452092292901	
VLYM7	06907700	
VMSM7	391622093161001	
WVYM7	06895500	
AFFM7	07010097	
ANBM7	07061600	
ANNM7	07061500	
ASZM7	05509300	
BALM7	07019072	
BCRM7	05502000	
BELM7	07005000	
BJKM7	06936475	
BLCM7	07010082	
BLFM7	07001910	
BNMM7	06935770	
BNTM7	07017610	
BRGM7	06935980	
BXBM7	373955091065901	
BYRM7	07018500	
CAGM7	05513675	
CAZM7	05513675	
CENM7	391149092072901	
CEZM7	05507800	
CKSM7	06935830	
CNZM7	05496000	
CPZM7	05507700	
CRVM7	06935890	
CRZM7	05507795	
CSNM7	07010350	
CSTM7	06935850	
DBHM7	383906090511401	
DCWM7	05514840	
DLGM7	07017260	
DRCM7	05514860	
EADM7	07010000	
ELCM7	07061900	
ERKM7	07019000	
EWMM7	05498150	
EWNM7	05497150	
FENM7	07019220	
FFCM7	06935955	
FKZM7	05508805	
FMNM7	374515090255601	
FNNM7	07019210	
FNTM7	07019195	
FRZM7	07035000	
FTSM7	381405090260301	
GGCM7	07019185	
GVGM7	07001985	
HGZM7	05502300	
HNNM7	05501600	
HRNM7	06934500	
HRZM7	06934500	
HZHM7	07014000	
IRNM7	07017200	
JCMM7	06910750	
JFFM7	06910450	
JSIM7	07061270	
LBDM7	06935550	
LDDM7	07010040	
LDUM7	07010061	
LTSM7	07061290	
LTZM7	07010055	
LVLM7	372715090510701	
MANM7	07019150	
MAPM7	07010086	
MAZM7	05506800	
MCKM7	06935997	
MCYM7	05507820	
MGVM7	392321092153901	
MLCM7	07035800	
MSEM7	07019317	
MVLM7	07010180	
NHNM7	383644091124901	
NLDM7	05508000	
NWKM7	05498700	
OAKM7	07010208	
ODGM7	380322091142601	
PALM7	05501000	
PCZM7	05503800	
PDLM7	07010035	
PGLM7	07010030	
PMZM7	05506350	
PPKM7	07019090	
PRZM7	05507600	
RCHM7	07018100	
RDPM7	07010088	
RFRM7	06927240	
RIFM7	06934000	
ROCM7	07010075	
ROZM7	07034000	
SAZM7	07036100	
SBGM7	07010070	
SCLM7	06935965	
SEEM7	07013000	
SFZM7	05504800	
SGRM7	07019175	
SHRM7	07010090	
SHZM7	05502500	
SLLM7	07014500	
SPLM7	06936530	
STFM7	05506100	
STTM7	06926510	
SVLM7	05503100	
TAYM7	05500000	
TGRM7	06910230	
TOYM7	385837090594701	
TRYM7	05514500	
UNCM7	07010022	
UNNM7	07016500	
VDLM7	391825091285101	
VLLM7	07019130	
VPKM7	07019120	
WBRM7	07010094	
WGNM7	375306090125301	
WHGM7	06935450	
WIDM7	06935755	
WPHM7	06927000	
HISM7	07047900	
CLRM7	07062000	
CLTM7	07062050	
CPGM7	07020850	
CRDM7	03063550	
DNZM7	07068000	
GCRM7	07021020	
IBCM7	07039500	
LBFM7	07068510	
LPRM7	07062500	
LRDM7	07043500	
PAZM7	07037500	
PPBM7	07063000	
QULM7	363551090152801	
SABM7	07037300	
SCPM7	07020550	
SKNM7	365319089331001	
VBSM7	07067500	
VNBM7	07067000	
WLMM7	07062575	
WPPM7	07039000	
ZCRM7	07021000	
AKFM7	07064533	
ALYM7	07065495	
ASBM7	372202094370201	
ASVM7	364059093520001	
AVDM7	365602092395101	
BBCM7	07053810	
BCCM7	07189100	
BIGM7	06930060	
BNSM7	06923500	
BRBM7	07054080	
BSGM7	07188653	
BTTM7	364453093543601	
CADM7	371036094171301	
CHTM7	07185765	
CMZM7	06919900	
CTRM7	07186480	
DDZM7	06918440	
DWEM7	06917630	
EMCM7	07066000	
EPGM7	07071500	
FCRM7	07052820	
FINM7	07052345	
GFZM7	06918460	
GGRM7	07071000	
GLNM7	07052500	
HAHM7	375920092463001	
HTGM7	07015720	
HTNM7	06917060	
HZLM7	06928000	
INCM7	07188885	
JAMM7	07052250	
JDWM7	370224094320201	
JKFM7	07065200	
JOPM7	07187000	
JRMM7	06933500	
LBBM7	373906092385201	
LKBM7	06926000	
LNIM7	06925250	
LOVM7	381652093215501	
LRRM7	372958094161001	
LSGM7	07188838	
MDWM7	365451093555501	
MOVM7	370539093494001	
MSPM7	07064440	
MSZM7	06918740	
MWSM7	365634093542701	
NEWM7	06932000	
NFSM7	07185910	
NMCM7	06923940	
NSOM7	364818094185301	
NVDM7	06918060	
NWOM7	370624092244701	
OFCM7	375429092300701	
PEAM7	07050690	
PINM7	06930000	
PLKM7	06921200	
POKM7	06921070	
PSZM7	07053820	
PTXM7	06921325	
PTZM7	06921350	
PVUM7	06919500	
PWDM7	07066510	
RALM7	375625091480401	
RBUM7	06928300	
RBXM7	06928420	
RCCM7	06917560	
RRSM7	07050152	
SACM7	06918493	
SCRM7	07052120	
SCZM7	06918070	
SDWM7	371435093134701	
SGFM7	07050700	
SJZM7	06919020	
SLAM7	07185700	
SOGM7	07053600	
STXM7	06918990	
STZM7	06919000	
TBCM7	07058000	
TBVM7	06918250	
TIFM7	07189000	
TKZM7	06922440	
TNZM7	07057500	
TSCM7	06926080	
TUDM7	06923950	
TVCM7	06926290	
VLWM7	371548093144701	
WBLM7	06920520	
WCCM7	07052000	
WCMM7	07052152	
WCOM7	07186000	
WCRM7	07052100	
WLAM7	364324091515001	
WNYM7	06923250	
WRSM7	06922500	
BBEM6	334215089442701	
BETM6	330304090210100	
BKNM6	02479130	
BOVM6	07290000	
BTAM6	07289730	
CARM6	02482550	
CBOM6	02484600	
CBUM6	02441390	
CCHM6	02487900	
CCMM6	02441300	
CKYM6	02475500	
CLMM6	02489000	
CLSM6	02472000	
CLUM6	02443500	
DLAM6	02487500	
EDDM6	07291000	
ENBM6	02482000	
ENSM6	02477000	
FNGM6	02484760	
GDHM6	02483500	
GEEM6	07265455	
GREM6	07287000	
GRYM6	07285500	
HATM6	02473000	
HBCM6	02472980	
HBGM6	02472500	
JACM6	02486000	
JBLM6	02485820	
JBRM6	02485810	
JCCM6	02486350	
JHMM6	02485700	
JSNM6	02485601	
KSCM6	02484000	
LBGM6	07288650	
LBSM6	07288200	
LBTM6	02482470	
LELM6	0728875070	
LURM6	02473500	
LYNM6	02486100	
MCNM6	02448000	
MEIM6	02476500	
MOGM6	07281600	
MRGM6	07288280	
MTCM6	02488500	
NTZM6	07290880	
OARM6	02476600	
OFAM6	02484500	
OKCM6	02472850	
PECM6	02485498	
PLAM6	02481880	
RATM6	02484650	
RDWM6	07288800	
RSAM6	07292500	
SUNM6	07288500	
TOWM6	02485950	
UBCM6	02485800	
VCKM6	07289000	
WALM6	02473460	
WBPM6	07290650	
WSTM6	07289350	
WTGM6	02483000	
YZSM6	07288955	
BBBM6	02481270	
BLWM6	02481000	
CREM6	02492343	
DIBM6	02480590	
EPCM6	301141089320300	
ESIM6	301527088521500	
GBGM6	02480287	
GPLM6	301912088583300	
KLNM6	02481660	
MCFM6	0248166310	
MNLM6	02492360	
MSBM6	301429089145600	
NAPM6	02492620	
OFBM6	02481299	
ORAM6	0248018020	
OSYM6	07375280	
PCHM6	302318088512600	
PGFM6	02479310	
PRPM6	02480212	
RISM6	301849088350000	
SJIM6	301104089253400	
TBLM6	02481661	
TYTM6	02490500	
WOOM6	07295000	
WPGM6	02480285	
WSWM6	02492110	
ABDM6	02439400	
ABEM6	02437100	
AMYM6	02437000	
BGBM6	02433500	
BSCM6	07288000	
CCTM6	07282000	
CUMM6	02430880	
ETAM6	07268000	
FULM6	02431000	
GUNM6	02430680	
LMGM6	07280000	
MORM6	02430085	
NETM6	02436500	
OLVM6	07275900	
SARM6	07279700	
TMTM6	02432500	
TPOM6	02435020	
TRPM6	07032000	
TSHM6	07282100	
WLNM6	07029270	
AGRM6	02479560	
JNCM6	02479155	
LEKM6	02478500	
MCLM6	02475000	
MRRM6	02479000	
NAGM6	02474560	
RNTM6	02474500	
VESM6	02479300	
WYNM6	02477500	
ASLM8	06307830	
BFYM8	06207500	
BGHM8	06294500	
BILM8	06214500	
BNYM8	06307616	
BOYM8	06211500	
BTMM8	06200000	
BYDM8	06211000	
CORM8	06191500	
DKRM8	06307500	
DSLM8	06306300	
EDGM8	06208500	
FRYM8	06295000	
HLWM8	06120500	
HRDM8	06294000	
HWCM8	06307600	
LBSM8	06289000	
LIVM8	06192500	
LOCM8	06326500	
LVNM8	06125600	
MHDM8	06324500	
MICM8	06308500	
MILM8	06309000	
MRMM8	06119600	
MUSM8	06127500	
OCAM8	06307740	
PMKM8	06308400	
PYRM8	06216900	
RBDM8	06295900	
RCLM8	06295220	
RCRM8	06295113	
ROKM8	06209500	
RUPM8	06126500	
SHAM8	06123030	
SLDM8	06195600	
SRAM8	06205000	
STXM8	06287000	
SXVM8	06287800	
TLBM8	06288400	
WHCM8	06208790	
WRDM8	06204050	
WREM8	06204070	
BCHM8	06167500	
BGCM8	06183450	
CBMM8	06185110	
CLBM8	06185500	
DMRM8	06155030	
EPRM8	06178500	
FPMM8	06132000	
FRAM8	06175510	
FRZM8	06175100	
GLNM8	06327500	
GSCM8	06166000	
MALM8	06155500	
MSBM8	06130500	
NSHM8	06174500	
ORHM8	06169500	
OSWM8	06175520	
PLRM8	06181000	
PPRM8	06178000	
RRCM8	06177500	
SACM8	06164510	
SIDM8	06329500	
TMPM8	06172310	
WPTM8	06177000	
ABOM8	12340500	
ANDM8	12323760	
ARLM8	12381400	
BELM8	12353000	
BITM8	12352500	
BKTM8	12323240	
BLAM8	12335100	
BMXM8	12330000	
BNRM8	12334550	
BONM8	12340000	
CFMM8	12363000	
DARM8	12344000	
DLGM8	12324200	
DRBM8	460140114103400	
DRMM8	12331800	
FCFM8	12355500	
FCKM8	12331500	
FISM8	12302055	
FLNM8	12329500	
FOYM8	12366500	
FPOM8	12372000	
FTCM8	12325500	
GALM8	12323800	
GLDM8	12324680	
HGHM8	482100114000001	
HHWM8	12362000	
KBDM8	12301933	
KERM8	12371550	
LBFM8	12324590	
LCGM8	12323850	
LOLM8	464329114315900	
MCAM8	12323670	
MCOM8	12323700	
MFRM8	12332000	
MSNM8	12377150	
NFRM8	12338300	
NVDM8	12335500	
OPPM8	12323600	
OVNM8	470109113074400	
PERM8	12388700	
PLNM8	12389000	
PLVM8	480634114520700	
POLM8	484554114170100	
PRCM8	12390700	
RCCM8	12334510	
SELM8	471300113310001	
SFCM8	12362500	
SLVM8	12323250	
SOCM8	12375900	
SRGM8	12354500	
SRLM8	12365700	
STRM8	12354000	
SUMM8	481900113210001	
SWLM8	475500113500001	
SWRM8	12370000	
THRM8	12389500	
TNCM8	12359800	
TOBM8	12301300	
TRYM8	12304500	
VICM8	12350250	
WCAM8	12323710	
WCOM8	12323720	
WFBM8	12342500	
WFRM8	12366080	
WGCM8	12358500	
WGLM8	483000113540001	
WMSM8	12323750	
WSPM8	12323770	
GDRM8	06191000	
SBCM8	06187915	
BARM8	06016000	
BCMM8	06151500	
BDCM8	06093200	
BGKM8	06024450	
BHDM8	06024540	
BLDM8	06033000	
BSMM8	06139500	
BTCM8	06090500	
CASM8	06074000	
CBKM8	06099000	
CCMM8	06142400	
CHRM8	472203111112602	
CMNM8	06040000	
CMRM8	06038800	
DBRM8	06073500	
DILM8	06017000	
DTTM8	06108000	
ECCM8	06135000	
EDNM8	06077500	
EGBM8	06048650	
ERNM8	06135000	
FBNM8	06090800	
GFLM8	06090300	
GFSM8	06090000	
GLGM8	06043500	
GNLM8	06026210	
HASM8	06065500	
HBDM8	06038500	
HCCM8	06050000	
HRLM8	06154100	
HTRM8	06066500	
HVRM8	06140500	
JDRM8	06114700	
JKSM8	06023500	
JRUM8	06110020	
LDKM8	06115200	
LOGM8	06052500	
LOMM8	06102050	
LPPM8	06071300	
LRRM8	06012500	
LTPM8	06111800	
LTRM8	06108800	
MADM8	06041000	
MCKM8	06024020	
MDSM8	06037500	
MDYM8	06088500	
MGGM8	05014500	
MLRM8	06025500	
MMRM8	06118500	
MRCM8	06101500	
MRDM8	06025250	
MRPM8	06040800	
NFMM8	06133500	
NFSM8	06078500	
NMCM8	06133500	
PBRM8	06027600	
PEOM8	06154400	
PKPM8	06061500	
RIMM8	06062500	
RRBM8	06020600	
RRLM8	06006000	
RRRM8	06019500	
RTBM8	06023000	
SBUM8	05015500	
SCCM8	05018500	
SCIM8	05018000	
SCLM8	05014300	
SCRM8	06023800	
SFLM8	06076690	
SHLM8	06099500	
SMHM8	06077200	
SMYM8	05017500	
SRVM8	06082200	
SSNM8	06079000	
SSRM8	06085800	
TFKM8	06036650	
THDM8	06026420	
TMHM8	06063000	
